orig_met,without_compartment,new_met,new_met_out,compartment,conversion_successful,conversion_type,encoding_issues_fixed,database_sources
ddhrb[c],ddhrb,MNXM732222,MNXM732222[c],c,TRUE,MetanetX conversion,FALSE,"bigg, seed, kegg, chebi"
dhgly[c],dhgly,MNXM1984,MNXM1984[c],c,TRUE,MetanetX conversion,FALSE,"bigg, seed, kegg, chebi"
f420_0[c],f420_0,MNXM1364349,MNXM1364349[c],c,TRUE,MetanetX conversion,FALSE,"bigg, kegg, chebi"
f420_1[c],f420_1,MNXM732474,MNXM732474[c],c,TRUE,MetanetX conversion,FALSE,"bigg, kegg, chebi"
afapdrp[c],afapdrp,MNXM2470,MNXM2470[c],c,TRUE,MetanetX conversion,FALSE,"seed, kegg, chebi"
25dhpp[c],25dhpp,MNXM1103734,MNXM1103734[c],c,TRUE,MetanetX conversion,FALSE,"bigg, seed, kegg, chebi"
25dthpp[c],25dthpp,MNXM90774,MNXM90774[c],c,TRUE,MetanetX conversion,FALSE,"bigg, seed, kegg, chebi"
5aprbu[c],5aprbu,MNXM1365818,MNXM1365818[c],c,TRUE,MetanetX conversion,FALSE,"bigg, seed, kegg, chebi"
ru5p__D[c],ru5p__D,MNXM145,MNXM145[c],c,TRUE,MetanetX conversion,FALSE,"bigg, seed, kegg, chebi"
db4p[c],db4p,MNXM1102294,MNXM1102294[c],c,TRUE,MetanetX conversion,FALSE,"bigg, seed, kegg, chebi"
dmlz[c],dmlz,MNXM1364569,MNXM1364569[c],c,TRUE,MetanetX conversion,FALSE,"bigg, seed, kegg, chebi"
ribflv[c],ribflv,MNXM270,MNXM270[c],c,TRUE,MetanetX conversion,FALSE,"bigg, seed, kegg, chebi"
