base_metabolite,frequency,models_present,always_metanetx,sometimes_metanetx,standardization_rate
glcnt,1,,FALSE,FALSE,0
glcur,1,,FALSE,FALSE,0
gleion,1,,FALSE,FALSE,0
gln,1,,FALSE,FALSE,0
glu,1,,FALSE,FALSE,0
glx,1,,FALSE,FALSE,0
glyc,1,,FALSE,FALSE,0
glycogen,1,,FALSE,FALSE,0
glycol,1,,FALSE,FALSE,0
glygln,1,,FALSE,FALSE,0
glyglu,1,,FALSE,FALSE,0
glymet,1,,FALSE,FALSE,0
glyser,1,,FALSE,FALSE,0
gm1lipa,1,,FALSE,FALSE,0
gm2lipa,1,,FALSE,FALSE,0
gn,1,,FALSE,FALSE,0
gsh,1,,FALSE,FALSE,0
gudptn,1,,FALSE,FALSE,0
hbr,1,,FALSE,FALSE,0
hco3,1,,FALSE,FALSE,0
hemea,1,,FALSE,FALSE,0
his,1,,FALSE,FALSE,0
hisgly,1,,FALSE,FALSE,0
hishis,1,,FALSE,FALSE,0
hisol,1,,FALSE,FALSE,0
hisolp,1,,FALSE,FALSE,0
hiura,1,,FALSE,FALSE,0
hno3,1,,FALSE,FALSE,0
houdhic,1,,FALSE,FALSE,0
hpta,1,,FALSE,FALSE,0
hx,1,,FALSE,FALSE,0
ile,1,,FALSE,FALSE,0
inos,1,,FALSE,FALSE,0
ippp,1,,FALSE,FALSE,0
lact,1,,FALSE,FALSE,0
ladhde,1,,FALSE,FALSE,0
larab,1,,FALSE,FALSE,0
leu,1,,FALSE,FALSE,0
leu__D,1,,FALSE,FALSE,0
lipa,1,,FALSE,FALSE,0
lipoate,1,,FALSE,FALSE,0
llac,1,,FALSE,FALSE,0
lpc,1,,FALSE,FALSE,0
lpspput,1,,FALSE,FALSE,0
lys,1,,FALSE,FALSE,0
lyx___L,1,,FALSE,FALSE,0
m1055,1,,FALSE,FALSE,0
m1056,1,,FALSE,FALSE,0
m1057,1,,FALSE,FALSE,0
m1058,1,,FALSE,FALSE,0
m1059,1,,FALSE,FALSE,0
m1060,1,,FALSE,FALSE,0
m1061,1,,FALSE,FALSE,0
m1062,1,,FALSE,FALSE,0
m1063,1,,FALSE,FALSE,0
m1064,1,,FALSE,FALSE,0
m1065,1,,FALSE,FALSE,0
m1066,1,,FALSE,FALSE,0
m1067,1,,FALSE,FALSE,0
m1068,1,,FALSE,FALSE,0
m1069,1,,FALSE,FALSE,0
m1070,1,,FALSE,FALSE,0
m1071,1,,FALSE,FALSE,0
m1072,1,,FALSE,FALSE,0
m1073,1,,FALSE,FALSE,0
m1074,1,,FALSE,FALSE,0
magly,1,,FALSE,FALSE,0
mal,1,,FALSE,FALSE,0
malon,1,,FALSE,FALSE,0
manglyc,1,,FALSE,FALSE,0
manur,1,,FALSE,FALSE,0
meli,1,,FALSE,FALSE,0
mepn,1,,FALSE,FALSE,0
met,1,,FALSE,FALSE,0
metglcur,1,,FALSE,FALSE,0
mincyc,1,,FALSE,FALSE,0
mlt,1,,FALSE,FALSE,0
mmyA,1,,FALSE,FALSE,0
mmyB,1,,FALSE,FALSE,0
mththf,1,,FALSE,FALSE,0
mtsoxin,1,,FALSE,FALSE,0
n2,1,,FALSE,FALSE,0
n2one,1,,FALSE,FALSE,0
na,1,,FALSE,FALSE,0
nag,1,,FALSE,FALSE,0
nar,1,,FALSE,FALSE,0
ncn,1,,FALSE,FALSE,0
nicd,1,,FALSE,FALSE,0
nite,1,,FALSE,FALSE,0
nnr,1,,FALSE,FALSE,0
novbcn,1,,FALSE,FALSE,0
nphtl,1,,FALSE,FALSE,0
o16a4colipa,1,,FALSE,FALSE,0
o2,1,,FALSE,FALSE,1
o_xyl,1,,FALSE,FALSE,0
oa,1,,FALSE,FALSE,0
orn,1,,FALSE,FALSE,0
orn__L,1,,FALSE,FALSE,0
oxformate,1,,FALSE,FALSE,0
paa,1,,FALSE,FALSE,0
pacald,1,,FALSE,FALSE,0
pb2,1,,FALSE,FALSE,0
pc,1,,FALSE,FALSE,0
pcln,1,,FALSE,FALSE,0
pe,1,,FALSE,FALSE,0
pea,1,,FALSE,FALSE,0
peamn,1,,FALSE,FALSE,0
phe,1,,FALSE,FALSE,0
phe__D,1,,FALSE,FALSE,0
phedca,1,,FALSE,FALSE,0
phehpa,1,,FALSE,FALSE,0
phehxa,1,,FALSE,FALSE,0
phenol,1,,FALSE,FALSE,0
phenona,1,,FALSE,FALSE,0
pheocta,1,,FALSE,FALSE,0
phept,1,,FALSE,FALSE,0
pnto,1,,FALSE,FALSE,0
pnto__R,1,,FALSE,FALSE,0
ppmvl,1,,FALSE,FALSE,0
pptrn,1,,FALSE,FALSE,0
prealg_MG_14,1,,FALSE,FALSE,0
prealg_MG_23,1,,FALSE,FALSE,0
prealg_MG_32,1,,FALSE,FALSE,0
prealg_MG_41,1,,FALSE,FALSE,0
prealginate__G,1,,FALSE,FALSE,0
pro,1,,FALSE,FALSE,0
progly,1,,FALSE,FALSE,0
ps,1,,FALSE,FALSE,0
psuri,1,,FALSE,FALSE,0
ptsla,1,,FALSE,FALSE,0
pydam,1,,FALSE,FALSE,0
pydx,1,,FALSE,FALSE,0
pydxn,1,,FALSE,FALSE,0
pyovd,1,,FALSE,FALSE,0
pyovd_kt,1,,FALSE,FALSE,0
quin,1,,FALSE,FALSE,0
raff,1,,FALSE,FALSE,0
raffin,1,,FALSE,FALSE,0
rbt,1,,FALSE,FALSE,0
rfamp,1,,FALSE,FALSE,0
rglutt,1,,FALSE,FALSE,0
rhmose,1,,FALSE,FALSE,0
rib,1,,FALSE,FALSE,0
rx,1,,FALSE,FALSE,0
s1h2gdne,1,,FALSE,FALSE,0
samob,1,,FALSE,FALSE,0
sbo3,1,,FALSE,FALSE,0
scb1,1,,FALSE,FALSE,0
scb2,1,,FALSE,FALSE,0
scb3,1,,FALSE,FALSE,0
segln,1,,FALSE,FALSE,0
sel,1,,FALSE,FALSE,0
ser,1,,FALSE,FALSE,0
sfgtn,1,,FALSE,FALSE,0
slf,1,,FALSE,FALSE,0
slfi,1,,FALSE,FALSE,0
slnt,1,,FALSE,FALSE,0
so2,1,,FALSE,FALSE,0
so3,1,,FALSE,FALSE,0
sot,1,,FALSE,FALSE,0
spmylin,1,,FALSE,FALSE,0
sq,1,,FALSE,FALSE,0
sr12ox,1,,FALSE,FALSE,0
srb__L,1,,FALSE,FALSE,0
stac,1,,FALSE,FALSE,0
star,1,,FALSE,FALSE,0
suc,1,,FALSE,FALSE,0
sulfac,1,,FALSE,FALSE,0
tag181d9,1,,FALSE,FALSE,0
tag182d9d12,1,,FALSE,FALSE,0
tagly,1,,FALSE,FALSE,0
tartr__D,1,,FALSE,FALSE,0
tcynt,1,,FALSE,FALSE,0
thr,1,,FALSE,FALSE,0
tmanur,1,,FALSE,FALSE,0
tnt,1,,FALSE,FALSE,0
trp,1,,FALSE,FALSE,0
ttdca,1,,FALSE,FALSE,0
ttrcyc,1,,FALSE,FALSE,0
tungs,1,,FALSE,FALSE,0
tyr,1,,FALSE,FALSE,0
tyr__D,1,,FALSE,FALSE,0
uacgam,1,,FALSE,FALSE,0
udcpdp,1,,FALSE,FALSE,0
udcpp,1,,FALSE,FALSE,0
udpgal,1,,FALSE,FALSE,0
udpglcur,1,,FALSE,FALSE,0
und2one,1,,FALSE,FALSE,0
unknown_DASH_cbl1deg,1,,FALSE,FALSE,0
unknown_DASH_rbfdeg,1,,FALSE,FALSE,0
urate,1,,FALSE,FALSE,0
val,1,,FALSE,FALSE,0
val__D,1,,FALSE,FALSE,0
vb2,1,,FALSE,FALSE,0
vb6,1,,FALSE,FALSE,0
xtsine,1,,FALSE,FALSE,0
xyl,1,,FALSE,FALSE,0
xylt,1,,FALSE,FALSE,0
ycpk,1,,FALSE,FALSE,0
zn2,1,,FALSE,FALSE,0
